# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 24 12:47:55 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_bmassprov like '%mass%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-114 c,Kepler-114,1,1,3,Transit,2013,Kepler,Published Confirmed,0,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,8.04100000,,,0,,,,,1.600,0.180,-0.180,0,0.143,0.016,-0.016,0,2.80000,0.60000,-0.60000,0,0.00900,0.00200,-0.00200,0,Mass,,,,,,,,,,,,,1,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,,,,,,0.54,0.06,-0.06,0,0.56,0.06,-0.06,0,,,,,,4.72,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m29.16s,294.1214820,+48d20m59.27s,48.3497977,259.5330000,1.3085000,-1.3085000,13.9610000,0.1030000,-0.1030000,11.3660000,0.0220000,-0.0220000,13.7125000,0.0002850,-0.0002850,2014-05-14,2014-02,2014-05-14
Kepler-114 c,Kepler-114,0,1,3,Transit,2013,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,8.04100000,,,0,,,,,1.290,0.140,-0.140,0,0.115,0.012,-0.012,0,40.00000,13.20000,-11.40000,0,0.12600,0.04200,-0.03600,0,Mass,,,,,,,,,,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,0.54,,,0,0.56,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m29.16s,294.1214820,+48d20m59.27s,48.3497977,259.5330000,1.3085000,-1.3085000,13.9610000,0.1030000,-0.1030000,11.3660000,0.0220000,-0.0220000,13.7125000,0.0002850,-0.0002850,2014-05-28,2014-05,2014-05-28
Kepler-114 d,Kepler-114,1,1,3,Transit,2013,Kepler,Published Confirmed,0,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,11.77600000,,,0,,,,,2.530,0.280,-0.280,0,0.226,0.025,-0.025,0,3.90000,1.70000,-1.70000,0,0.01200,0.00500,-0.00500,0,Mass,,,,,,,,,,,,,1,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,,,,,,0.54,0.06,-0.06,0,0.56,0.06,-0.06,0,,,,,,4.72,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m29.16s,294.1214820,+48d20m59.27s,48.3497977,259.5330000,1.3085000,-1.3085000,13.9610000,0.1030000,-0.1030000,11.3660000,0.0220000,-0.0220000,13.7125000,0.0002850,-0.0002850,2014-05-14,2014-02,2014-05-14
Kepler-117 b,Kepler-117,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BRUNO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A.124B/abstract target=ref>Bruno et al. 2015</a>,18.79592280,0.00000750,-0.00000750,0,0.144500,0.004700,-0.001400,0,8.059,0.269,-0.269,0,0.719,0.024,-0.024,0,29.87500,10.48800,-10.48800,0,0.09400,0.03300,-0.03300,0,Mass,0.049300,0.006200,-0.006200,0,,,,,984,18,-18,0,1,<a refstr=BRUNO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A.124B/abstract target=ref>Bruno et al. 2015</a>,F8 V,6150.00,110.00,-110.00,0,1.61,0.05,-0.05,0,1.13,0.13,-0.02,0,-0.040,0.100,-0.100,0,[Fe/H],4.10,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m10.34s,288.7930651,+48d02m24.63s,48.0401760,1455.5700000,38.3850000,-38.3850000,14.2820000,0.1260000,-0.1260000,13.0110000,0.0310000,-0.0310000,14.2472000,0.0002720,-0.0002720,2014-11-19,2015-01,2014-11-19
Kepler-117 c,Kepler-117,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BRUNO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A.124B/abstract target=ref>Bruno et al. 2015</a>,50.79039100,0.00001400,-0.00001400,0,0.280400,0.009200,-0.002800,0,12.341,0.392,-0.392,0,1.101,0.035,-0.035,0,584.78000,57.21000,-57.21000,0,1.84000,0.18000,-0.18000,0,Mass,0.032300,0.003300,-0.003300,0,,,,,704,15,-15,0,1,<a refstr=BRUNO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A.124B/abstract target=ref>Bruno et al. 2015</a>,F8 V,6150.00,110.00,-110.00,0,1.61,0.05,-0.05,0,1.13,0.13,-0.02,0,-0.040,0.100,-0.100,0,[Fe/H],4.10,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m10.34s,288.7930651,+48d02m24.63s,48.0401760,1455.5700000,38.3850000,-38.3850000,14.2820000,0.1260000,-0.1260000,13.0110000,0.0310000,-0.0310000,14.2472000,0.0002720,-0.0002720,2014-11-19,2015-01,2014-11-19
Kepler-12 b,Kepler-12,0,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,4.43796370,0.00000020,-0.00000020,0,0.055500,0.002200,-0.001300,0,19.123,0.785,-0.437,0,1.706,0.070,-0.039,0,136.66690,16.84499,-13.98452,0,0.43000,0.05300,-0.04400,0,Mass,,,,,,,,,1485,25,-25,0,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,,5947.00,100.00,-100.00,0,1.49,0.06,-0.04,0,1.16,0.15,-0.08,0,0.070,0.040,-0.040,0,[Fe/H],4.16,0.02,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m58.43s,286.2434458,+50d02m25.32s,50.0403671,881.3860000,9.8540000,-9.6430000,13.4680000,0.2170000,-0.2170000,12.0660000,0.0230000,-0.0230000,13.3596000,0.0002130,-0.0002130,2016-01-12,2012-10,2016-01-14
Kepler-12 b,Kepler-12,1,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,4.43796290,0.00000060,-0.00000060,0,0.055300,0.001000,-0.001200,0,19.661,0.347,-0.404,0,1.754,0.031,-0.036,0,137.30256,16.84499,-16.20933,0,0.43200,0.05300,-0.05100,0,Mass,,,,,,,,,1480,30,-30,0,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,5947.00,100.00,-100.00,0,1.48,0.03,-0.03,0,1.17,0.05,-0.05,0,0.070,0.040,-0.040,0,[Fe/H],4.17,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m58.43s,286.2434458,+50d02m25.32s,50.0403671,881.3860000,9.8540000,-9.6430000,13.4680000,0.2170000,-0.2170000,12.0660000,0.0230000,-0.0230000,13.3596000,0.0002130,-0.0002130,2015-10-07,2015-05,2015-10-15
Kepler-12 b,Kepler-12,0,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=FORTNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....9F/abstract target=ref> Fortney et al. 2011 </a>,4.43796370,0.00000020,-0.00000020,0,0.055600,0.000700,-0.000700,0,18.999,0.314,-0.359,0,1.695,0.028,-0.032,0,136.97900,13.03000,-12.71300,0,0.43100,0.04100,-0.04000,0,Mass,0.010000,,,1,,,,,,,,,0,<a refstr=FORTNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....9F/abstract target=ref> Fortney et al. 2011 </a>,,5947.00,100.00,-100.00,0,1.48,0.03,-0.03,0,1.17,0.05,-0.05,0,0.070,0.040,-0.040,0,[Fe/H],4.17,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m58.43s,286.2434458,+50d02m25.32s,50.0403671,881.3860000,9.8540000,-9.6430000,13.4680000,0.2170000,-0.2170000,12.0660000,0.0230000,-0.0230000,13.3596000,0.0002130,-0.0002130,2014-05-14,2011-11,2014-05-14
Kepler-12 b,Kepler-12,0,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,4.43796370,0.00000020,-0.00000020,0,0.055630,0.000840,-0.000850,0,18.999,0.314,-0.359,0,1.695,0.028,-0.032,0,137.62039,13.34886,-12.71320,0,0.43300,0.04200,-0.04000,0,Mass,0.021000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5950.00,100.00,-100.00,0,1.48,0.03,-0.03,0,1.17,0.05,-0.05,0,0.070,0.040,-0.040,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m58.43s,286.2434458,+50d02m25.32s,50.0403671,881.3860000,9.8540000,-9.6430000,13.4680000,0.2170000,-0.2170000,12.0660000,0.0230000,-0.0230000,13.3596000,0.0002130,-0.0002130,2019-03-18,2017-06,2019-03-21
Kepler-120 b,Kepler-120,0,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,6.31300000,,,0,,,,,2.310,0.370,-0.370,0,0.206,0.033,-0.033,0,8.50000,9.70000,-7.50000,0,0.02700,0.03100,-0.02400,0,Mass,,,,,,,,,,,,,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,0.57,,,0,0.59,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m33.98s,287.8915707,+39d20m20.75s,39.3390979,388.6300000,3.2400000,-3.1870000,14.9950000,0.0120000,-0.0120000,12.3070000,0.0240000,-0.0240000,14.7188000,0.0002820,-0.0002820,2014-05-28,2014-05,2014-05-28
Kepler-122 e,Kepler-122,0,1,5,Transit,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,38.00000000,,,0,,,,,2.020,0.700,-0.190,0,0.180,0.062,-0.017,0,27.70000,11.40000,-9.80000,0,0.08700,0.03600,-0.03100,0,Mass,,,,,,,,,,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,0.95,,,0,1.03,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m26.85s,291.1118647,+39d56m56.49s,39.9490248,1027.4500000,19.3200000,-18.6400000,14.4030000,0.1260000,-0.1260000,12.8260000,0.0280000,-0.0280000,14.2223000,0.0002490,-0.0002490,2014-05-28,2014-05,2014-05-28
Kepler-122 f,Kepler-122,1,1,5,Transit Timing Variations,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,56.26800000,,,0,,,,,1.750,0.600,-0.160,0,0.156,0.054,-0.014,0,36.00000,19.40000,-16.20000,0,0.11300,0.06100,-0.05100,0,Mass,,,,,,,,,,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,0.95,,,0,1.03,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m26.85s,291.1118647,+39d56m56.49s,39.9490248,1027.4500000,19.3200000,-18.6400000,14.4030000,0.1260000,-0.1260000,12.8260000,0.0280000,-0.0280000,14.2223000,0.0002490,-0.0002490,2014-05-28,2014-05,2014-05-28
Kepler-123 b,Kepler-123,0,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,17.23200000,,,0,,,,,2.550,0.430,-0.230,0,0.227,0.038,-0.021,0,55.30000,31.20000,-27.80000,0,0.17400,0.09800,-0.08700,0,Mass,,,,,,,,,,,,,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,1.09,,,0,1.01,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m59.66s,296.9985853,+42d46m55.07s,42.7819633,1021.6600000,22.5300000,-21.6000000,14.1290000,0.0690000,-0.0690000,12.6550000,0.0250000,-0.0250000,14.0212000,0.0002680,-0.0002680,2014-05-28,2014-05,2014-05-28
Kepler-128 b,Kepler-128,0,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,15.09000000,,,0,,,,,1.130,0.030,-0.030,0,0.101,0.003,-0.003,0,30.70000,6.00000,-6.00000,0,0.09700,0.01900,-0.01900,0,Mass,,,,,,,,,,,,,1,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,,,,,,1.66,0.04,-0.04,0,1.18,0.07,-0.07,0,,,,,,4.07,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m58.14s,282.4922622,+43d58m48.88s,43.9802442,396.3790000,3.9470000,-3.8720000,11.6930000,0.0180000,-0.0180000,10.1090000,0.0110000,-0.0110000,11.2886000,0.0005630,-0.0005630,2019-08-23,2014-02,2014-05-14
Kepler-128 b,Kepler-128,1,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=HADDEN__AMP__LITHWICK_2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...828...44H/abstract target=ref>Hadden &amp; Lithwick 2016</a>,15.09000000,,,0,,,,,1.430,0.090,-0.090,0,0.128,0.008,-0.008,0,0.77000,0.48000,-0.25000,0,0.00242,0.00151,-0.00079,0,Mass,,,,,,,,,,,,,1,<a refstr=HADDEN__AMP__LITHWICK_2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...828...44H/abstract target=ref>Hadden &amp; Lithwick 2016</a>,,,,,,1.61,0.10,-0.07,0,1.09,0.08,-0.05,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m58.14s,282.4922622,+43d58m48.88s,43.9802442,396.3790000,3.9470000,-3.8720000,11.6930000,0.0180000,-0.0180000,10.1090000,0.0110000,-0.0110000,11.2886000,0.0005630,-0.0005630,2019-08-23,2016-09,2016-09-15
Kepler-128 b,Kepler-128,0,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,15.09000000,,,0,,,,,1.130,0.030,-0.030,0,0.101,0.003,-0.003,0,42.70000,14.30000,-12.30000,0,0.13400,0.04500,-0.03900,0,Mass,,,,,,,,,,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,1.66,,,0,1.18,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m58.14s,282.4922622,+43d58m48.88s,43.9802442,396.3790000,3.9470000,-3.8720000,11.6930000,0.0180000,-0.0180000,10.1090000,0.0110000,-0.0110000,11.2886000,0.0005630,-0.0005630,2019-08-23,2014-05,2014-05-28
Kepler-128 c,Kepler-128,1,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=HADDEN__AMP__LITHWICK_2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...828...44H/abstract target=ref>Hadden &amp; Lithwick 2016</a>,22.80400000,,,0,,,,,1.340,0.080,-0.080,0,0.120,0.007,-0.007,0,0.90000,0.58000,-0.29000,0,0.00283,0.00182,-0.00091,0,Mass,,,,,,,,,,,,,1,<a refstr=HADDEN__AMP__LITHWICK_2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...828...44H/abstract target=ref>Hadden &amp; Lithwick 2016</a>,,,,,,1.61,0.10,-0.07,0,1.09,0.08,-0.05,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m58.14s,282.4922622,+43d58m48.88s,43.9802442,396.3790000,3.9470000,-3.8720000,11.6930000,0.0180000,-0.0180000,10.1090000,0.0110000,-0.0110000,11.2886000,0.0005630,-0.0005630,2019-08-23,2016-09,2016-09-15
Kepler-128 c,Kepler-128,0,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,22.80100000,,,0,,,,,1.130,0.030,-0.030,0,0.101,0.003,-0.003,0,37.00000,37.20000,-25.80000,0,0.11600,0.11700,-0.08100,0,Mass,,,,,,,,,,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,1.66,,,0,1.18,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m58.14s,282.4922622,+43d58m48.88s,43.9802442,396.3790000,3.9470000,-3.8720000,11.6930000,0.0180000,-0.0180000,10.1090000,0.0110000,-0.0110000,11.2886000,0.0005630,-0.0005630,2019-08-23,2014-05,2014-05-28
